Time,va_z,Ta_perp_err,va_y_err,Ta_par,np_beam,va_x_err,n_a,Ta_perp,va_x,Status,va_y,Ta_par_err,va_z_err,n_a_err
1975-03-22 00:00:48,,,,,,,,,,4,,,,
1975-03-22 00:02:09,,,,,,,,,,4,,,,
1975-03-22 00:03:30,,,,,,,,,,4,,,,
1975-03-22 00:04:51,,,,,,,,,,4,,,,
1975-03-22 00:06:12,,,,,,,,,,4,,,,
1975-03-22 00:07:33,,,,,,,,,,4,,,,
1975-03-22 00:08:54,,,,,,,,,,4,,,,
1975-03-22 00:10:15,,,,,,,,,,4,,,,
1975-03-22 00:11:36,,,,,,,,,,4,,,,
1975-03-22 00:12:57,,,,,,,,,,4,,,,
1975-03-22 00:14:18,,,,,,,,,,4,,,,
1975-03-22 00:15:39,,,,,,,,,,4,,,,
1975-03-22 00:17:00,,,,,,,,,,4,,,,
1975-03-22 00:18:21,,,,,,,,,,4,,,,
1975-03-22 00:19:42,,,,,,,,,,4,,,,
1975-03-22 00:21:03,,,,,,,,,,4,,,,
1975-03-22 00:22:24,,,,,,,,,,4,,,,
1975-03-22 00:23:45,,,,,,,,,,4,,,,
1975-03-22 00:25:06,,,,,,,,,,4,,,,
1975-03-22 00:26:27,,,,,,,,,,4,,,,
1975-03-22 00:27:48,,,,,,,,,,4,,,,
1975-03-22 00:29:09,,,,,,,,,,4,,,,
1975-03-22 00:30:30,,,,,,,,,,4,,,,
1975-03-22 00:31:51,,,,,,,,,,4,,,,
1975-03-22 00:33:12,,,,,,,,,,4,,,,
1975-03-22 00:34:33,,,,,,,,,,4,,,,
1975-03-22 00:35:54,,,,,,,,,,4,,,,
1975-03-22 00:37:15,,,,,,,,,,4,,,,
1975-03-22 00:38:36,,,,,,,,,,4,,,,
1975-03-22 00:39:57,,,,,,,,,,4,,,,
1975-03-22 00:41:18,,,,,,,,,,4,,,,
1975-03-22 00:42:39,,,,,,,,,,4,,,,
1975-03-22 00:44:00,,,,,,,,,,4,,,,
1975-03-22 00:45:21,,,,,,,,,,4,,,,
1975-03-22 00:46:42,,,,,,,,,,4,,,,
1975-03-22 00:48:03,,,,,,,,,,4,,,,
1975-03-22 00:49:24,,,,,,,,,,4,,,,
1975-03-22 00:50:45,,,,,,,,,,4,,,,
1975-03-22 00:52:06,,,,,,,,,,4,,,,
1975-03-22 00:53:27,,,,,,,,,,4,,,,
1975-03-22 00:54:48,,,,,,,,,,4,,,,
1975-03-22 00:56:09,,,,,,,,,,4,,,,
1975-03-22 00:57:30,,,,,,,,,,4,,,,
1975-03-22 00:58:51,,,,,,,,,,4,,,,
1975-03-22 01:00:12,,,,,,,,,,4,,,,
1975-03-22 01:01:33,,,,,,,,,,4,,,,
1975-03-22 01:02:54,,,,,,,,,,4,,,,
1975-03-22 01:04:15,,,,,,,,,,4,,,,
1975-03-22 01:05:36,,,,,,,,,,4,,,,
1975-03-22 01:06:57,,,,,,,,,,4,,,,
1975-03-22 01:08:18,,,,,,,,,,4,,,,
1975-03-22 01:09:39,,,,,,,,,,4,,,,
1975-03-22 01:11:00,,,,,,,,,,4,,,,
1975-03-22 01:12:21,,,,,,,,,,4,,,,
1975-03-22 01:13:42,,,,,,,,,,4,,,,
1975-03-22 01:15:03,,,,,,,,,,4,,,,
1975-03-22 01:16:24,,,,,,,,,,4,,,,
1975-03-22 01:17:45,,,,,,,,,,4,,,,
1975-03-22 01:19:06,,,,,,,,,,4,,,,
1975-03-22 01:20:27,,,,,,,,,,4,,,,
1975-03-22 01:21:48,,,,,,,,,,4,,,,
1975-03-22 01:23:09,,,,,,,,,,4,,,,
1975-03-22 01:24:30,,,,,,,,,,4,,,,
1975-03-22 01:25:51,,,,,,,,,,4,,,,
1975-03-22 01:27:12,,,,,,,,,,4,,,,
1975-03-22 01:28:33,,,,,,,,,,4,,,,
1975-03-22 01:29:54,,,,,,,,,,4,,,,
1975-03-22 01:31:15,,,,,,,,,,4,,,,
1975-03-22 01:32:36,,,,,,,,,,4,,,,
1975-03-22 01:33:57,,,,,,,,,,4,,,,
1975-03-22 01:35:18,,,,,,,,,,4,,,,
1975-03-22 01:36:39,,,,,,,,,,4,,,,
1975-03-22 01:38:00,,,,,,,,,,4,,,,
1975-03-22 01:39:21,,,,,,,,,,4,,,,
1975-03-22 01:40:42,,,,,,,,,,4,,,,
1975-03-22 01:42:03,,,,,,,,,,4,,,,
1975-03-22 01:43:24,,,,,,,,,,4,,,,
1975-03-22 01:44:45,,,,,,,,,,4,,,,
1975-03-22 01:46:06,,,,,,,,,,4,,,,
1975-03-22 01:47:27,,,,,,,,,,4,,,,
1975-03-22 01:48:48,,,,,,,,,,4,,,,
1975-03-22 01:50:09,,,,,,,,,,4,,,,
1975-03-22 01:51:30,,,,,,,,,,4,,,,
1975-03-22 01:52:51,,,,,,,,,,4,,,,
1975-03-22 01:54:12,,,,,,,,,,4,,,,
1975-03-22 01:55:33,,,,,,,,,,4,,,,
1975-03-22 01:56:54,,,,,,,,,,4,,,,
1975-03-22 01:58:15,,,,,,,,,,4,,,,
1975-03-22 01:59:36,,,,,,,,,,4,,,,
1975-03-22 02:00:57,,,,,,,,,,4,,,,
1975-03-22 02:02:18,,,,,,,,,,4,,,,
1975-03-22 02:03:39,,,,,,,,,,4,,,,
1975-03-22 02:05:00,,,,,,,,,,4,,,,
1975-03-22 02:06:21,,,,,,,,,,4,,,,
1975-03-22 02:09:03,,,,,,,,,,4,,,,
1975-03-22 02:10:24,,,,,,,,,,4,,,,
1975-03-22 02:11:45,,,,,,,,,,4,,,,
1975-03-22 02:13:06,,,,,,,,,,4,,,,
1975-03-22 02:14:27,,,,,,,,,,4,,,,
1975-03-22 02:15:48,,,,,,,,,,4,,,,
1975-03-22 02:17:09,,,,,,,,,,4,,,,
1975-03-22 02:18:30,,,,,,,,,,4,,,,
1975-03-22 02:19:51,,,,,,,,,,4,,,,
1975-03-22 02:21:12,,,,,,,,,,4,,,,
1975-03-22 02:22:33,,,,,,,,,,4,,,,
1975-03-22 02:23:54,,,,,,,,,,4,,,,
1975-03-22 02:25:15,,,,,,,,,,4,,,,
1975-03-22 02:26:36,,,,,,,,,,4,,,,
1975-03-22 02:27:57,,,,,,,,,,4,,,,
1975-03-22 02:29:18,,,,,,,,,,4,,,,
1975-03-22 02:30:39,,,,,,,,,,4,,,,
1975-03-22 02:32:00,,,,,,,,,,4,,,,
1975-03-22 02:33:21,,,,,,,,,,4,,,,
1975-03-22 02:34:42,,,,,,,,,,4,,,,
1975-03-22 02:36:03,,,,,,,,,,4,,,,
1975-03-22 02:37:24,,,,,,,,,,4,,,,
1975-03-22 02:38:45,,,,,,,,,,4,,,,
1975-03-22 02:40:06,,,,,,,,,,4,,,,
1975-03-22 02:41:27,,,,,,,,,,4,,,,
1975-03-22 02:42:48,,,,,,,,,,4,,,,
1975-03-22 02:44:09,,,,,,,,,,4,,,,
1975-03-22 02:45:30,,,,,,,,,,4,,,,
1975-03-22 02:46:51,,,,,,,,,,4,,,,
1975-03-22 02:48:12,,,,,,,,,,4,,,,
1975-03-22 02:49:33,,,,,,,,,,4,,,,
1975-03-22 02:50:54,,,,,,,,,,4,,,,
1975-03-22 02:52:15,,,,,,,,,,4,,,,
1975-03-22 02:53:36,,,,,,,,,,4,,,,
1975-03-22 02:54:57,,,,,,,,,,4,,,,
1975-03-22 02:56:18,,,,,,,,,,4,,,,
1975-03-22 02:57:39,,,,,,,,,,4,,,,
1975-03-22 02:59:00,,,,,,,,,,4,,,,
1975-03-22 03:00:21,,,,,,,,,,4,,,,
1975-03-22 03:01:42,,,,,,,,,,4,,,,
1975-03-22 03:03:03,,,,,,,,,,4,,,,
1975-03-22 03:04:24,,,,,,,,,,4,,,,
1975-03-22 03:05:45,,,,,,,,,,4,,,,
1975-03-22 03:07:06,,,,,,,,,,4,,,,
1975-03-22 03:08:27,,,,,,,,,,4,,,,
1975-03-22 03:09:48,,,,,,,,,,4,,,,
1975-03-22 03:11:09,,,,,,,,,,4,,,,
1975-03-22 03:12:30,,,,,,,,,,4,,,,
1975-03-22 03:13:51,,,,,,,,,,4,,,,
1975-03-22 03:15:12,,,,,,,,,,4,,,,
1975-03-22 03:16:33,,,,,,,,,,4,,,,
1975-03-22 03:17:54,,,,,,,,,,4,,,,
1975-03-22 03:19:15,,,,,,,,,,4,,,,
1975-03-22 03:20:36,,,,,,,,,,4,,,,
1975-03-22 03:21:57,,,,,,,,,,4,,,,
1975-03-22 03:23:18,,,,,,,,,,4,,,,
1975-03-22 03:24:39,,,,,,,,,,4,,,,
1975-03-22 03:27:21,,,,,,,,,,4,,,,
1975-03-22 03:28:42,,,,,,,,,,4,,,,
1975-03-22 03:30:03,,,,,,,,,,4,,,,
1975-03-22 03:31:24,,,,,,,,,,4,,,,
1975-03-22 03:32:45,,,,,,,,,,4,,,,
1975-03-22 03:34:06,,,,,,,,,,4,,,,
1975-03-22 03:35:27,,,,,,,,,,4,,,,
1975-03-22 03:36:48,,,,,,,,,,4,,,,
1975-03-22 03:38:09,,,,,,,,,,4,,,,
1975-03-22 03:39:30,,,,,,,,,,4,,,,
1975-03-22 03:40:51,,,,,,,,,,4,,,,
1975-03-22 03:42:12,,,,,,,,,,4,,,,
1975-03-22 03:43:33,,,,,,,,,,4,,,,
1975-03-22 03:44:54,,,,,,,,,,4,,,,
