Time,va_z,Ta_perp_err,va_y_err,Ta_par,np_beam,va_x_err,n_a,Ta_perp,va_x,Status,va_y,Ta_par_err,va_z_err,n_a_err
1975-03-24 00:01:07,,,,,,,,,,4,,,,
1975-03-24 00:02:28,,,,,,,,,,4,,,,
1975-03-24 00:03:49,,,,,,,,,,4,,,,
1975-03-24 00:05:10,,,,,,,,,,4,,,,
1975-03-24 00:06:31,,,,,,,,,,4,,,,
1975-03-24 00:07:52,,,,,,,,,,4,,,,
1975-03-24 00:09:13,,,,,,,,,,4,,,,
1975-03-24 00:10:34,,,,,,,,,,4,,,,
1975-03-24 00:11:55,,,,,,,,,,4,,,,
1975-03-24 00:13:16,,,,,,,,,,4,,,,
1975-03-24 00:14:37,,,,,,,,,,4,,,,
1975-03-24 00:15:58,,,,,,,,,,4,,,,
1975-03-24 00:17:19,,,,,,,,,,4,,,,
1975-03-24 00:18:40,,,,,,,,,,4,,,,
1975-03-24 00:20:01,,,,,,,,,,4,,,,
1975-03-24 00:21:22,,,,,,,,,,4,,,,
1975-03-24 00:22:43,,,,,,,,,,4,,,,
1975-03-24 00:24:04,,,,,,,,,,4,,,,
1975-03-24 00:25:25,,,,,,,,,,4,,,,
1975-03-24 00:26:46,,,,,,,,,,4,,,,
1975-03-24 00:28:07,,,,,,,,,,4,,,,
1975-03-24 00:29:28,,,,,,,,,,4,,,,
1975-03-24 00:30:49,,,,,,,,,,4,,,,
1975-03-24 00:32:10,,,,,,,,,,4,,,,
1975-03-24 00:33:31,,,,,,,,,,4,,,,
1975-03-24 00:34:52,,,,,,,,,,4,,,,
1975-03-24 00:36:13,,,,,,,,,,4,,,,
1975-03-24 00:37:34,,,,,,,,,,4,,,,
1975-03-24 00:38:55,,,,,,,,,,4,,,,
1975-03-24 00:40:16,,,,,,,,,,4,,,,
1975-03-24 00:41:37,,,,,,,,,,4,,,,
1975-03-24 00:42:58,,,,,,,,,,4,,,,
1975-03-24 00:44:19,,,,,,,,,,4,,,,
1975-03-24 00:45:40,,,,,,,,,,4,,,,
1975-03-24 00:47:01,,,,,,,,,,4,,,,
1975-03-24 00:48:22,,,,,,,,,,4,,,,
1975-03-24 00:49:43,,,,,,,,,,4,,,,
1975-03-24 00:51:04,,,,,,,,,,4,,,,
1975-03-24 00:52:25,,,,,,,,,,4,,,,
1975-03-24 00:53:46,,,,,,,,,,4,,,,
1975-03-24 00:55:07,,,,,,,,,,4,,,,
1975-03-24 00:56:28,,,,,,,,,,4,,,,
1975-03-24 00:57:49,,,,,,,,,,4,,,,
1975-03-24 00:59:10,,,,,,,,,,4,,,,
1975-03-24 01:00:31,,,,,,,,,,4,,,,
1975-03-24 01:01:52,,,,,,,,,,4,,,,
1975-03-24 01:03:13,,,,,,,,,,4,,,,
1975-03-24 01:04:34,,,,,,,,,,4,,,,
1975-03-24 01:05:55,,,,,,,,,,4,,,,
1975-03-24 01:07:16,,,,,,,,,,4,,,,
1975-03-24 01:08:37,,,,,,,,,,4,,,,
1975-03-24 01:09:58,,,,,,,,,,4,,,,
1975-03-24 01:11:19,,,,,,,,,,4,,,,
1975-03-24 01:12:40,,,,,,,,,,4,,,,
1975-03-24 01:14:01,,,,,,,,,,4,,,,
1975-03-24 01:15:22,,,,,,,,,,4,,,,
1975-03-24 01:16:43,,,,,,,,,,4,,,,
1975-03-24 01:18:04,,,,,,,,,,4,,,,
1975-03-24 01:20:46,,,,,,,,,,4,,,,
1975-03-24 01:22:07,,,,,,,,,,4,,,,
1975-03-24 01:23:28,,,,,,,,,,4,,,,
1975-03-24 01:24:49,,,,,,,,,,4,,,,
1975-03-24 01:26:10,,,,,,,,,,4,,,,
1975-03-24 01:27:31,,,,,,,,,,4,,,,
1975-03-24 01:28:52,,,,,,,,,,4,,,,
1975-03-24 01:30:13,,,,,,,,,,4,,,,
1975-03-24 01:31:34,,,,,,,,,,4,,,,
1975-03-24 01:32:55,,,,,,,,,,4,,,,
1975-03-24 01:34:16,,,,,,,,,,4,,,,
1975-03-24 01:35:37,,,,,,,,,,4,,,,
1975-03-24 01:36:58,,,,,,,,,,4,,,,
1975-03-24 01:38:19,,,,,,,,,,4,,,,
1975-03-24 01:39:40,,,,,,,,,,4,,,,
1975-03-24 01:41:01,,,,,,,,,,4,,,,
1975-03-24 01:42:22,,,,,,,,,,4,,,,
1975-03-24 01:43:43,,,,,,,,,,4,,,,
1975-03-24 01:45:04,,,,,,,,,,4,,,,
1975-03-24 01:46:25,,,,,,,,,,4,,,,
1975-03-24 01:47:46,,,,,,,,,,4,,,,
1975-03-24 01:49:07,,,,,,,,,,4,,,,
1975-03-24 01:50:28,,,,,,,,,,4,,,,
1975-03-24 01:51:49,,,,,,,,,,4,,,,
1975-03-24 01:53:10,,,,,,,,,,4,,,,
1975-03-24 01:54:31,,,,,,,,,,4,,,,
1975-03-24 01:55:52,,,,,,,,,,4,,,,
1975-03-24 01:57:13,,,,,,,,,,4,,,,
1975-03-24 01:58:34,,,,,,,,,,4,,,,
1975-03-24 01:59:55,,,,,,,,,,4,,,,
