Time,Ta_perp,Ta_par,n_a,va_x,va_y,va_z,Ta_perp_err,Ta_par_err,n_a_err,va_x_err,va_y_err,va_z_err,Status,np_beam
1975-03-19 00:00:16,85453.28705099745,107762.7929020478,5.7178651875706485,454.3993247085244,-9.148874275611284,5.927540369848662,0.050066919949793495,0.06318493746155543,0.07459976163475963,0.0039023068231450794,0.00122054266292459,0.0033779144654250207,1,2.8065699603424505
1975-03-19 00:00:57,89546.26285306139,141261.37081284248,4.049264048967534,453.01934720360816,0.6138914337151959,8.709892523927037,0.06102890285075344,0.06174252808783346,0.11293379095759552,0.008818367594917262,0.0007920861680395643,0.006723183521195038,1,1.4342588855760658
1975-03-19 00:01:37,75639.7711251595,121491.20705556555,5.929904636153232,450.55446167384343,-6.916336814148835,4.92765931347487,0.04273490435620753,0.05208828824615818,0.07102447280154957,0.0065528087908816165,0.0011873362748564538,0.0038389971395701894,1,2.9307047122209084
1975-03-19 00:02:18,95752.23481331875,125435.28064525241,3.7513873014168158,451.8190326242558,-1.4643574077077375,7.334387200695855,0.09757525033599587,0.08033051719410603,0.1591625278828713,0.008784868121619284,0.001796735003612931,0.008046890991836904,1,0.5433582352662418
1975-03-19 00:02:58,77114.85988885761,143811.6079287928,6.382947799359857,451.87700567882223,-6.588793312470109,4.964928146763323,0.0375808437674181,0.048383068485152725,0.061207728765994306,0.0021897998274212098,0.000878957604055095,0.002920642697934586,1,2.87675471382127
1975-03-19 00:03:39,86988.67698785085,125021.67075797541,4.254927576597598,454.5741800063723,0.493922464411817,8.935812541690307,0.07151834902585745,0.0781648052770503,0.14528587149565483,0.003947338048200109,0.0018694667941987703,0.004763417345379385,1,2.2175336682738944
1975-03-19 00:04:19,87923.93724155302,122081.549076118,5.298060915043927,455.8896593556199,-7.735623728256279,7.036052770622217,0.04901915315162994,0.08933597553144253,0.08802040958824243,0.0014693749422596983,0.003080207586732513,0.0038928878045394006,1,3.523094835347484
1975-03-19 00:05:00,80375.0607034531,126071.3944031753,5.264647962230182,456.30330770019765,1.7278743492774638,5.068073736012608,0.2005479461966569,0.06010914694072483,0.3987333702079535,0.0010122093704993183,0.03430734751595125,0.005080687949740672,1,2.9004544264253926
1975-03-19 00:05:40,79678.16073807621,132089.2921030304,6.829183835078627,457.72332115968254,-9.637654469011814,6.987220869862459,0.04734936064679353,0.05784807296960365,0.09104963404108121,0.0015724324599629578,0.00107569562202121,0.0039299211793157466,1,3.749590211030675
1975-03-19 00:06:21,128933.67029881955,89760.79817089581,3.7109141937937595,461.1557764417135,-8.795590702327544,5.022850072780298,0.06408229904729494,0.08981222840870735,0.07177437436039778,0.005463495959215427,0.0032870912627360432,0.004168876206254253,1,0.6849013765882327
1975-03-19 00:07:01,77210.81163889974,103134.71694558968,4.8450384269761475,454.60667117305,-14.578120851436523,8.484943929790969,0.0341843833309439,0.06979221142293668,0.06963480642105872,0.01370874341443782,0.0013151285892361133,0.004035670276093504,1,2.7806857495482564
1975-03-19 00:07:42,130334.90299414835,110806.19944247742,3.308360781308147,455.79840837399564,-12.270160687476832,4.78003177005379,0.07562541404764181,0.10128371719742264,0.07940015510725328,0.018760149251470626,0.0025570211836025225,0.004303603329904112,1,2.93773026865784
1975-03-19 00:08:22,80344.54859401763,106944.20775843713,5.422083350622997,455.6806620992293,-12.421915274641762,4.4111238717685595,0.02819072739100995,0.03788746595386789,0.05148665981488738,0.0030203710022922185,0.0008840360527641289,0.004346845603458764,1,5.818421303324977
1975-03-19 00:09:03,75579.22516624615,115270.82320160391,3.850988369875116,451.78801520674295,-21.177816008115173,2.134998986533397,0.14242144029871678,0.07262433375570795,0.2550900467414137,0.28022639924217585,0.0008367838795219386,0.011043826142083614,1,2.548297217314757
1975-03-19 00:09:43,74238.33130450023,111358.47134236105,5.172705496963669,456.2329435977757,-12.7369634251489,6.119155279039363,0.03797614926998165,0.044481331705232684,0.06810360984634839,0.004132387269142862,0.0012031651780264236,0.004524760070062806,1,5.101103418564243
1975-03-19 00:10:24,143895.4264237916,74036.18864748187,4.151984464314301,454.86563642361585,-10.726876329685176,10.325825785685756,0.05450018060950675,0.0628597574636599,0.09572269927565907,0.017944066302785264,0.0045881765788637775,0.0029916813901327962,1,3.398432070384679
1975-03-19 00:11:04,67109.28174219445,117519.99961061914,5.226925102358525,457.9967998193672,-14.290823908342574,8.520977373149371,0.04188040180021305,0.0549053821293949,0.09581361266115214,0.010802393710224102,0.0012841601285455135,0.004846809318824666,1,5.040251073315438
1975-03-19 00:11:45,79168.43358359093,128713.89213250672,4.291362322379779,457.4116512883357,-23.03960673641385,0.3803895514341226,0.09951560647808043,0.10023763966019142,0.17447731617642162,0.001725738187279658,0.0030113183952923633,0.022436050108472754,1,2.939205783325537
1975-03-19 00:12:25,86348.49362885863,125509.8975087428,4.45122010183047,457.84845477609724,-17.587106333741843,6.802396322652508,0.0955235272027948,0.14917259987261314,0.17418633843946044,0.0026141429182316616,0.007991154421381074,0.03946412024439421,1,1.4232168998963521
