Time,Ta_perp,Ta_par,n_a,va_x,va_y,va_z,Ta_perp_err,Ta_par_err,n_a_err,va_x_err,va_y_err,va_z_err,Status,np_beam
1975-03-21 00:00:15,7544372.078785625,3855734.7217511693,1.4346165410010057,591.9013507611799,-72.90275138082387,8.678680113879363,0.5887347184136066,0.9472692336814571,0.6457924104270468,0.2974448425591325,0.4520491334114363,0.06025290714417035,1,0.026431360648912678
1975-03-21 00:00:56,,,,,,,,,,,,,3,0.004357904347065857
1975-03-21 00:01:36,,,,,,,,,,,,,3,0.017217430714240846
1975-03-21 00:02:17,,,,,,,,,,,,,3,0.08426193640608799
1975-03-21 00:03:38,,,,,,,,,,,,,3,0.2205459576999566
1975-03-21 00:04:18,,,,,,,,,,,,,10,0.019284614141418056
1975-03-21 00:04:59,,,,,,,,,,,,,3,0.18482504054426174
1975-03-21 00:05:39,,,,,,,,,,,,,9,0.42602654891218683
1975-03-21 00:06:20,,,,,,,,,,,,,3,0.012565475286702432
1975-03-21 00:07:00,,,,,,,,,,,,,3,0.015309131478474446
1975-03-21 00:07:41,,,,,,,,,,,,,3,0.051999172007743184
1975-03-21 00:08:21,,,,,,,,,,,,,3,0.10213570948219755
1975-03-21 00:09:02,,,,,,,,,,,,,6,0.01771676238030739
1975-03-21 00:09:42,,,,,,,,,,,,,3,0.01711524744400332
1975-03-21 00:10:23,13926057.67843407,7834336.926128602,4.5013862741064,501.1209178797361,-71.4359401931818,50.23843545848086,0.6910188510409306,1.5080449599768586,0.9746914331236737,0.6607114166824775,0.5917576088023737,0.27681106108842285,1,0.009296737911830572
1975-03-21 00:11:03,,,,,,,,,,,,,6,0.2211164964298941
1975-03-21 00:11:44,6087258.73439789,307678.4695074105,0.31617375629719635,674.0064501904142,-62.51730712586146,10.894783612430043,0.5645725978122358,1.0261489815899745,0.8400188126039219,0.5913987929682448,0.2240789838863846,0.019488422157239175,1,0.2693196094240268
1975-03-21 00:12:24,,,,,,,,,,,,,6,0.10955239049008726
1975-03-21 00:13:05,,,,,,,,,,,,,3,0.1291460453062934
1975-03-21 00:13:45,5479125.130506773,2976497.5145154046,0.7717932736692058,656.316182041756,-125.74018834864464,-8.493022581379346,0.2740543488503992,1.6022226318549717,0.8633161393012504,0.39967084291986027,0.05150419066407478,0.13119516968943098,1,0.06549529499227255
1975-03-21 00:14:26,,,,,,,,,,,,,3,0.0851778131122241
1975-03-21 00:15:06,,,,,,,,,,,,,6,0.2912232638121993
1975-03-21 00:15:47,,,,,,,,,,,,,10,0.04988817495294267
1975-03-21 00:16:27,,,,,,,,,,,,,6,0.1544675672301143
1975-03-21 00:17:08,,,,,,,,,,,,,3,0.02251596924750722
1975-03-21 00:17:48,,,,,,,,,,,,,3,0.19580553645937562
1975-03-21 00:18:29,,,,,,,,,,,,,10,0.21847223148911427
1975-03-21 00:19:09,,,,,,,,,,,,,3,0.03548553279655359
1975-03-21 00:19:50,,,,,,,,,,,,,3,0.11835744833102221
1975-03-21 00:20:30,,,,,,,,,,,,,3,0.23716501862536213
1975-03-21 00:21:11,,,,,,,,,,,,,10,0.25525813292282806
1975-03-21 00:21:51,,,,,,,,,,,,,3,0.1648616456346955
1975-03-21 00:22:32,,,,,,,,,,,,,3,0.18032730579391082
1975-03-21 00:23:12,,,,,,,,,,,,,3,0.20843860054367414
1975-03-21 00:23:53,,,,,,,,,,,,,3,0.14668964737335752
1975-03-21 00:24:33,,,,,,,,,,,,,3,0.11008403024771922
1975-03-21 00:25:14,,,,,,,,,,,,,3,0.1356792869390909
1975-03-21 00:25:54,,,,,,,,,,,,,3,0.1612037108439896
1975-03-21 00:26:35,,,,,,,,,,,,,7,
1975-03-21 00:27:15,,,,,,,,,,,,,3,0.1056314972518414
1975-03-21 00:27:56,,,,,,,,,,,,,6,0.16290231644642797
1975-03-21 00:28:36,,,,,,,,,,,,,3,0.1361730842605386
1975-03-21 00:29:17,,,,,,,,,,,,,3,0.09158581384091838
1975-03-21 00:29:57,,,,,,,,,,,,,6,0.14022811046942146
