Time,va_z,Ta_perp_err,va_y_err,Ta_par,np_beam,va_x_err,n_a,Ta_perp,va_x,Status,va_y,Ta_par_err,va_z_err,n_a_err
1975-03-16 00:00:39,,,,,,,,,,4,,,,
1975-03-16 00:01:20,,,,,,,,,,4,,,,
1975-03-16 00:02:00,,,,,,,,,,4,,,,
1975-03-16 00:02:41,,,,,,,,,,4,,,,
1975-03-16 00:03:21,,,,,,,,,,4,,,,
1975-03-16 00:04:02,,,,,,,,,,4,,,,
1975-03-16 00:04:42,,,,,,,,,,4,,,,
1975-03-16 00:05:23,,,,,,,,,,4,,,,
1975-03-16 00:06:03,,,,,,,,,,4,,,,
1975-03-16 00:06:44,,,,,,,,,,4,,,,
1975-03-16 00:07:24,,,,,,,,,,4,,,,
1975-03-16 00:08:05,,,,,,,,,,4,,,,
1975-03-16 00:08:45,,,,,,,,,,4,,,,
1975-03-16 00:09:26,,,,,,,,,,4,,,,
1975-03-16 00:10:06,,,,,,,,,,4,,,,
1975-03-16 00:10:47,,,,,,,,,,4,,,,
1975-03-16 00:11:27,,,,,,,,,,4,,,,
1975-03-16 00:12:08,,,,,,,,,,4,,,,
1975-03-16 00:12:48,,,,,,,,,,4,,,,
1975-03-16 00:13:29,,,,,,,,,,4,,,,
1975-03-16 00:14:09,,,,,,,,,,4,,,,
1975-03-16 00:14:50,,,,,,,,,,4,,,,
1975-03-16 00:15:30,,,,,,,,,,4,,,,
1975-03-16 00:16:11,,,,,,,,,,4,,,,
1975-03-16 00:16:51,,,,,,,,,,4,,,,
1975-03-16 00:17:32,,,,,,,,,,4,,,,
1975-03-16 00:18:12,,,,,,,,,,4,,,,
1975-03-16 00:18:53,,,,,,,,,,4,,,,
1975-03-16 00:19:33,,,,,,,,,,4,,,,
1975-03-16 00:20:14,,,,,,,,,,4,,,,
1975-03-16 00:20:54,,,,,,,,,,4,,,,
1975-03-16 00:21:35,,,,,,,,,,4,,,,
1975-03-16 00:22:15,,,,,,,,,,4,,,,
1975-03-16 00:22:56,,,,,,,,,,4,,,,
1975-03-16 00:23:36,,,,,,,,,,4,,,,
1975-03-16 00:24:17,,,,,,,,,,4,,,,
1975-03-16 00:24:57,,,,,,,,,,4,,,,
1975-03-16 00:25:38,,,,,,,,,,4,,,,
1975-03-16 00:26:18,,,,,,,,,,4,,,,
1975-03-16 00:26:59,,,,,,,,,,4,,,,
1975-03-16 00:27:39,,,,,,,,,,4,,,,
1975-03-16 00:28:20,,,,,,,,,,4,,,,
1975-03-16 00:29:00,,,,,,,,,,4,,,,
1975-03-16 00:29:41,,,,,,,,,,4,,,,
1975-03-16 00:30:21,,,,,,,,,,4,,,,
1975-03-16 00:31:02,,,,,,,,,,4,,,,
1975-03-16 00:31:42,,,,,,,,,,4,,,,
1975-03-16 00:32:23,,,,,,,,,,4,,,,
1975-03-16 00:33:03,,,,,,,,,,4,,,,
1975-03-16 00:33:44,,,,,,,,,,4,,,,
1975-03-16 00:34:24,,,,,,,,,,4,,,,
1975-03-16 00:35:05,,,,,,,,,,4,,,,
1975-03-16 00:35:45,,,,,,,,,,4,,,,
1975-03-16 00:36:26,,,,,,,,,,4,,,,
1975-03-16 00:37:06,,,,,,,,,,4,,,,
1975-03-16 00:37:47,,,,,,,,,,4,,,,
1975-03-16 00:38:27,,,,,,,,,,4,,,,
1975-03-16 00:39:08,,,,,,,,,,4,,,,
1975-03-16 00:39:48,,,,,,,,,,4,,,,
1975-03-16 00:40:29,,,,,,,,,,4,,,,
