Time,va_z,Ta_perp_err,va_y_err,Ta_par,np_beam,va_x_err,n_a,Ta_perp,va_x,Status,va_y,Ta_par_err,va_z_err,n_a_err
1975-03-27 00:00:53,,,,,,,,,,4,,,,
1975-03-27 00:02:14,,,,,,,,,,4,,,,
1975-03-27 00:03:35,,,,,,,,,,4,,,,
1975-03-27 00:04:56,,,,,,,,,,4,,,,
1975-03-27 00:06:17,,,,,,,,,,4,,,,
1975-03-27 00:07:38,,,,,,,,,,4,,,,
1975-03-27 00:08:59,,,,,,,,,,4,,,,
1975-03-27 00:10:20,,,,,,,,,,4,,,,
1975-03-27 00:11:41,,,,,,,,,,4,,,,
1975-03-27 00:13:02,,,,,,,,,,4,,,,
1975-03-27 00:14:23,,,,,,,,,,4,,,,
1975-03-27 00:15:44,,,,,,,,,,4,,,,
1975-03-27 00:17:05,,,,,,,,,,4,,,,
1975-03-27 00:18:26,,,,,,,,,,4,,,,
1975-03-27 00:19:47,,,,,,,,,,4,,,,
1975-03-27 00:21:08,,,,,,,,,,4,,,,
1975-03-27 00:22:29,,,,,,,,,,4,,,,
1975-03-27 00:23:50,,,,,,,,,,4,,,,
1975-03-27 00:25:11,,,,,,,,,,4,,,,
1975-03-27 00:26:32,,,,,,,,,,4,,,,
1975-03-27 00:27:53,,,,,,,,,,4,,,,
1975-03-27 00:29:14,,,,,,,,,,4,,,,
1975-03-27 00:30:35,,,,,,,,,,4,,,,
1975-03-27 00:31:56,,,,,,,,,,4,,,,
1975-03-27 00:33:17,,,,,,,,,,4,,,,
1975-03-27 00:34:38,,,,,,,,,,4,,,,
1975-03-27 00:35:59,,,,,,,,,,4,,,,
1975-03-27 00:37:20,,,,,,,,,,4,,,,
1975-03-27 00:38:41,,,,,,,,,,4,,,,
1975-03-27 00:40:02,,,,,,,,,,4,,,,
1975-03-27 00:41:23,,,,,,,,,,4,,,,
1975-03-27 00:42:44,,,,,,,,,,4,,,,
1975-03-27 00:44:05,,,,,,,,,,4,,,,
1975-03-27 00:45:26,,,,,,,,,,4,,,,
1975-03-27 00:46:47,,,,,,,,,,4,,,,
1975-03-27 00:48:08,,,,,,,,,,4,,,,
1975-03-27 00:49:29,,,,,,,,,,4,,,,
1975-03-27 00:50:50,,,,,,,,,,4,,,,
1975-03-27 00:52:11,,,,,,,,,,4,,,,
1975-03-27 00:53:32,,,,,,,,,,4,,,,
1975-03-27 00:54:53,,,,,,,,,,4,,,,
1975-03-27 00:56:14,,,,,,,,,,4,,,,
1975-03-27 00:57:35,,,,,,,,,,4,,,,
1975-03-27 00:58:56,,,,,,,,,,4,,,,
1975-03-27 01:00:17,,,,,,,,,,4,,,,
1975-03-27 01:01:38,,,,,,,,,,4,,,,
1975-03-27 01:02:59,,,,,,,,,,4,,,,
1975-03-27 01:04:20,,,,,,,,,,4,,,,
1975-03-27 01:05:41,,,,,,,,,,4,,,,
1975-03-27 01:07:02,,,,,,,,,,4,,,,
1975-03-27 01:08:23,,,,,,,,,,4,,,,
1975-03-27 01:09:44,,,,,,,,,,4,,,,
1975-03-27 01:11:05,,,,,,,,,,4,,,,
1975-03-27 01:12:26,,,,,,,,,,4,,,,
1975-03-27 01:13:47,,,,,,,,,,4,,,,
1975-03-27 01:15:08,,,,,,,,,,4,,,,
1975-03-27 01:16:29,,,,,,,,,,4,,,,
1975-03-27 01:17:50,,,,,,,,,,4,,,,
1975-03-27 01:19:11,,,,,,,,,,4,,,,
1975-03-27 01:20:32,,,,,,,,,,4,,,,
1975-03-27 01:21:53,,,,,,,,,,4,,,,
1975-03-27 01:23:14,,,,,,,,,,4,,,,
1975-03-27 01:24:35,,,,,,,,,,4,,,,
1975-03-27 01:25:56,,,,,,,,,,4,,,,
