Time,va_z,Ta_perp_err,va_y_err,Ta_par,np_beam,va_x_err,n_a,Ta_perp,va_x,Status,va_y,Ta_par_err,va_z_err,n_a_err
1975-03-18 00:01:13,,,,,,,,,,4,,,,
1975-03-18 00:02:34,,,,,,,,,,4,,,,
1975-03-18 00:03:55,,,,,,,,,,4,,,,
1975-03-18 00:05:16,,,,,,,,,,4,,,,
1975-03-18 00:06:37,,,,,,,,,,4,,,,
1975-03-18 00:07:58,,,,,,,,,,4,,,,
1975-03-18 00:09:19,,,,,,,,,,4,,,,
1975-03-18 00:10:40,,,,,,,,,,4,,,,
1975-03-18 00:12:01,,,,,,,,,,4,,,,
1975-03-18 00:13:22,,,,,,,,,,4,,,,
1975-03-18 00:14:43,,,,,,,,,,4,,,,
1975-03-18 00:16:04,,,,,,,,,,4,,,,
1975-03-18 00:17:25,,,,,,,,,,4,,,,
1975-03-18 00:18:46,,,,,,,,,,4,,,,
1975-03-18 00:20:07,,,,,,,,,,4,,,,
1975-03-18 00:21:28,,,,,,,,,,4,,,,
1975-03-18 00:22:49,,,,,,,,,,4,,,,
1975-03-18 00:24:10,,,,,,,,,,4,,,,
1975-03-18 00:25:31,,,,,,,,,,4,,,,
1975-03-18 00:26:52,,,,,,,,,,4,,,,
1975-03-18 00:28:13,,,,,,,,,,4,,,,
1975-03-18 00:29:34,,,,,,,,,,4,,,,
1975-03-18 00:30:55,,,,,,,,,,4,,,,
1975-03-18 00:32:16,,,,,,,,,,4,,,,
1975-03-18 00:33:37,,,,,,,,,,4,,,,
1975-03-18 00:34:58,,,,,,,,,,4,,,,
1975-03-18 00:36:19,,,,,,,,,,4,,,,
1975-03-18 00:37:40,,,,,,,,,,4,,,,
1975-03-18 00:39:01,,,,,,,,,,4,,,,
1975-03-18 00:40:22,,,,,,,,,,4,,,,
1975-03-18 00:41:43,,,,,,,,,,4,,,,
1975-03-18 00:43:04,,,,,,,,,,4,,,,
1975-03-18 00:44:25,,,,,,,,,,4,,,,
1975-03-18 00:45:46,,,,,,,,,,4,,,,
1975-03-18 00:47:07,,,,,,,,,,4,,,,
1975-03-18 00:48:28,,,,,,,,,,4,,,,
1975-03-18 00:49:49,,,,,,,,,,4,,,,
1975-03-18 00:51:10,,,,,,,,,,4,,,,
1975-03-18 00:52:31,,,,,,,,,,4,,,,
1975-03-18 00:53:52,,,,,,,,,,4,,,,
1975-03-18 00:55:13,,,,,,,,,,4,,,,
1975-03-18 00:56:34,,,,,,,,,,4,,,,
1975-03-18 00:57:55,,,,,,,,,,4,,,,
1975-03-18 00:59:16,,,,,,,,,,4,,,,
1975-03-18 01:00:37,,,,,,,,,,4,,,,
1975-03-18 01:01:58,,,,,,,,,,4,,,,
1975-03-18 01:03:19,,,,,,,,,,4,,,,
