Time,va_z,Ta_perp_err,va_y_err,Ta_par,np_beam,va_x_err,n_a,Ta_perp,va_x,Status,va_y,Ta_par_err,va_z_err,n_a_err
1975-03-14 00:00:37,,,,,,,,,,4,,,,
1975-03-14 00:01:17,,,,,,,,,,4,,,,
1975-03-14 00:02:37,,,,,,,,,,4,,,,
1975-03-14 00:04:39,,,,,,,,,,4,,,,
1975-03-14 00:06:00,,,,,,,,,,4,,,,
1975-03-14 00:06:40,,,,,,,,,,4,,,,
1975-03-14 00:07:22,,,,,,,,,,4,,,,
1975-03-14 00:08:02,,,,,,,,,,4,,,,
1975-03-14 00:08:43,,,,,,,,,,4,,,,
1975-03-14 00:09:23,,,,,,,,,,4,,,,
1975-03-14 00:10:04,,,,,,,,,,4,,,,
1975-03-14 00:10:44,,,,,,,,,,4,,,,
1975-03-14 00:11:25,3.7869228989068753,0.1381233092551442,0.03288383780510441,3234681.9138084715,2.3729877807008197,0.035125062773780524,0.9956726024158973,5035962.0811705375,681.3606909341389,1,-116.4639667219748,0.26330790579430874,0.020583946780740714,0.18236225532073574
1975-03-14 00:14:07,-21.166853797729857,0.13274081747773228,0.015946909392103734,5391397.980645801,1.5873564644945406,0.3582361988275197,1.2441059404467885,2978308.4576266916,633.9919075908422,1,-94.523650558159,0.26426655740491684,0.025896550041089553,0.17726827795579586
1975-03-14 00:16:49,-18.0381983788877,0.14188102858585172,0.02056635004635331,5129740.245520816,1.4484520586186485,0.02579322390082823,1.0487090207126175,2352919.926901572,639.7710103720725,1,-112.92481309696484,0.3494826573263078,0.03788969998892058,0.22037560210738205
1975-03-14 00:19:31,-40.19938188988363,0.13274668313053536,0.02609911907056795,9260009.447428757,1.0643336703105681,0.03441654837552122,2.129702736947719,3357497.6986234165,566.1126302690591,1,-120.98649643910446,0.45618077937412627,0.10035977814151331,0.2869291034150457
1975-03-14 00:22:13,7.397885936814506,0.20390152460383465,0.32708924647166226,1185451.4086094073,1.4770064519682087,0.04773555174055784,0.33012873177106544,3341365.386215779,748.7153690951169,1,-95.05176877616799,0.41345694091159774,0.015153508675411046,0.27424404848019257
1975-03-14 00:24:55,,,,,2.2141716175903148,,,,,9,,,,
